Angle_deg,X_position,Y_position,X_modulated,Y_modulated,Modulated_radius,Cost,Cost_squared,Sigma_alpha_um_per_N,Sigma_beta_um_per_N,Sigma_alphabeta_um_per_N
0.0,0.5,0.1,0.11505558964190019,0.0,0.11505558964190019,840.3705916533814,28.989146100797473,5.797829220159495,5.9599731480133435,0.3174390008517149
0.1,0.4999998476066776,0.10017458133135486,0.11505603150392225,0.00020086665771097413,0.11505620684189849,840.4394946152154,28.990334503334303,5.796957751576102,5.961016743554025,0.31760528540967886
0.2,0.4999993904271749,0.10034916213060911,0.11505613423546918,0.0004017348985598169,0.11505683559067241,840.5096897634221,28.99154514273812,5.796088556469355,5.962056179639296,0.3177721108557502
0.30000000000000004,0.49999862846288523,0.10052374186566385,0.11505589790066834,0.0006026041711611023,0.11505747595665444,840.5811848999882,28.992778150773827,5.795221634301904,5.963091456478422,0.31793948495040913
0.4,0.49999756171613097,0.1006983200044233,0.11505532256400522,0.0008034739245932982,0.11505812800778044,840.6539877757467,28.99403365825022,5.794356984513679,5.964122574306852,0.31810741545781335
0.5,0.4999961901901635,0.10087289601479665,0.11505440829031997,0.001004343608395656,0.11505879181148816,840.7281060902465,28.995311795016907,5.793494606521926,5.965149533386222,0.31827591014570117
0.6000000000000001,0.49999451388916305,0.10104746936469954,0.11505315514480342,0.0012052126725650713,0.11505946743471533,840.8035474915923,28.99661268996074,5.792634499721166,5.966172334004343,0.31844497678527794
0.7000000000000001,0.4999925328182387,0.10122203952205568,0.11505156319299362,0.0014060805675529262,0.11506015494389817,840.8803195763218,28.997936471002927,5.7917766634832395,5.967190976475181,0.31861462315111877
0.8,0.4999902469834285,0.10139660595479856,0.11504963250077209,0.0016069467442619007,0.11506085440496958,840.9584298892513,28.99928326509556,5.790921097157277,5.968205461138913,0.3187848570210544
0.9,0.49998765639169934,0.10157116813087301,0.11504736313436024,0.001807810654042765,0.11506156588335752,841.0378859233399,29.000653198218483,5.79006780006971,5.969215788361862,0.31895568617606584
1.0,0.4999847610509471,0.10174572551823684,0.11504475516031587,0.0020086717486911456,0.1150622894439834,841.1186951195522,29.002046395376176,5.789216771524283,5.970221958536531,0.3191271184001798
1.1,0.49998156096999624,0.10192027758486243,0.11504180864552956,0.002209529480444267,0.11506302515126043,841.2008648667204,29.003462980594584,5.788368010802063,5.97122397208158,0.31929916148036536
1.2000000000000002,0.49997805615860036,0.1020948237987384,0.11503852365722116,0.0024103833019776737,0.11506377306909193,841.2844025014035,29.004903076917934,5.787521517161427,5.972221829441851,0.3194718232064225
1.3,0.4999742466274415,0.10226936362787119,0.11503490026293646,0.0026112326664019256,0.11506453326086985,841.3693153077535,29.006366806405683,5.78667728983808,5.973215531088329,0.319645111370879
1.4000000000000001,0.4999701323881307,0.10244389654028672,0.11503093853054348,0.002812077027259269,0.11506530578947292,841.4556105173722,29.007854290129288,5.785835328045043,5.9742050775181745,0.31981903376888454
1.5,0.49996571345320756,0.102618422004032,0.11502789984556899,0.0030129488764586215,0.1150673524672155,841.6842557870173,29.011795114866942,5.785462024920194,5.975033268827496,0.3203743440686856
1.6,0.49996098983614046,0.10279293948717669,0.11502326153277447,0.003213783793111158,0.11506814980656419,841.7733392188593,29.013330371035643,5.784623311325424,5.97601593694188,0.32054939696293744
1.7000000000000002,0.49995596155132627,0.10296744845781483,0.11501828507167444,0.0034146120687477714,0.11506895965641215,841.8638252226569,29.014889715845154,5.783786860879743,5.9769944504579104,0.3207251066005551
1.8,0.4999506286140906,0.10314194838406639,0.11501297053146214,0.003615433158537014,0.11506978207763682,841.9557208262872,29.016473266513408,5.782952672706137,5.977968809976835,0.3209014807925707
1.9000000000000001,0.4999449910406875,0.10331643873407888,0.1150073179816368,0.00381624651806264,0.11507061713059483,842.0490330044165,29.018081139255514,5.782120745904897,5.978939016126089,0.3210785273521069
2.0,0.49993904884829954,0.10349091897602902,0.11500132749200062,0.004017051603320144,0.1150714648751206,842.1437686783867,29.019713449281106,5.781291079553682,5.979905069559239,0.32125625409428354
2.1,0.49993280205503776,0.10366538857812434,0.11499499913265539,0.004217847870713281,0.11507232537052467,842.2399347160668,29.021370310791095,5.7804636727074765,5.980866970956019,0.32143466883610167
2.2,0.4999262506799415,0.1038398470086048,0.11498833297399956,0.004418634777050581,0.11507319867559238,842.3375379317424,29.02305183697508,5.779638524398661,5.9818247210222815,0.32161377939635416
2.3000000000000003,0.49991939474297853,0.10401429373574439,0.11498132908672469,0.004619411779541805,0.115074084848582,842.436585085955,29.024758140007904,5.778815633636932,5.982778320490038,0.32179359359549553
2.4000000000000004,0.49991223426504483,0.10418872822785279,0.11497398754181276,0.00482017833579442,0.11507498394722364,842.5370828854041,29.026489331047323,5.777994999409406,5.983727770117403,0.3219741192555605
2.5,0.4999047692679645,0.10436314995327697,0.1149663084105328,0.00502093390381003,0.11507589602871739,842.6390379827931,29.02824552023069,5.777176620680554,5.984673070688633,0.32215536420003826
2.6,0.4998969997744899,0.1045375583804028,0.11495829176443798,0.005221677941980796,0.11507682114973206,842.7424569767121,29.030026816672287,5.776360496392248,5.985614223014083,0.32233733625378286
2.7,0.49988892580830147,0.10471195297765667,0.11494993767536263,0.0054224099090858366,0.11507775936640366,842.8473464115125,29.031833328460547,5.775546625463775,5.98655122793023,0.3225200432428977
2.8000000000000003,0.4998805473940075,0.10488633321350717,0.1149412462154191,0.005623129264287593,0.11507871073433384,842.9537127771666,29.033665162655,5.774735006791815,5.987484086299626,0.3227034929946328
